Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,2 Digit NAICS Industy,Rp,Link,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32
Certified Dental Assistant,0.1,0.6,0.1,0.2,0,62,0.7,https://www.bls.gov/ooh/healthcare/dental-assistants.htm,44820,Postsecondary nondegree award,"371,000",7% (Faster than average),"25,700"
Certified Detention Deputy,0.1,0.4,0.2,0.3,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/correctional-officers.htm,49610,High school diploma or equivalent,"395,700",-7% (Decline),"-29,000"
Certified Diabetes Educator,0.2,0.3,0.25,0.25,0,62,0.5,https://www.bls.gov/ooh/community-and-social-service/health-educators.htm,59990,Bachelor's degree,"60,400",7% (Faster than average),"4,400"
Certified Financial Planner,0.4,0.2,0.3,0.6,0.2,52,0.3529411765,https://www.bls.gov/ooh/business-and-financial/personal-financial-advisors.htm,95390,Bachelor's degree,"327,600",13% (Much faster than average),"42,000"
Certified Fire and Explosion Investigator,0.2,0.3,0.4,0.1,0,92,0.5,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm,65800,See How to Become One,"17,400",5% (Faster than average),900
Certified Fire Investigator,0.2,0.3,0.4,0.1,0.1,92,0.4545454545,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm,65800,See How to Become One,"17,400",5% (Faster than average),900
Certified Genetic Counselor,0.3,0.2,0.3,0.2,0,62,0.5,https://www.bls.gov/ooh/healthcare/genetic-counselors.htm,89990,Master's degree,"3,500",16% (Much faster than average),600
Certified Health Education Specialist,0.3,0.2,0.3,0.2,0.1,62,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/health-educators.htm,59990,Bachelor's degree,"60,400",7% (Faster than average),"4,400"
Certified Indoor Environmentalist,0.3,0.2,0.3,0.2,0.1,54,0.4545454545,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-science-and-protection-technicians.htm,48380,Associate's degree,"35,000",6% (Faster than average),"2,000"
Certified Industrial Hygienist,0.3,0.2,0.3,0.15,0.05,62,0.5,https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm,75240,See How to Become One,"138,400",13% (Much faster than average),"17,700"
Certified Kitchen Designer,0.4,0.2,0.3,0.1,0,23,0.6,https://www.bls.gov/ooh/arts-and-design/interior-designers.htm,61590,Bachelor's degree,"94,900",4% (As fast as average),"3,700"
Certified Legal Investigator,0.3,0.2,0.3,0.2,0.1,54,0.4545454545,https://www.bls.gov/ooh/protective-service/private-detectives-and-investigators.htm,52120,High school diploma or equivalent,"38,300",6% (Faster than average),"2,300"
Certified Legal Secretary Specialist,0.4,0.3,0.2,0.1,0,54,0.7,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,44080,High school diploma or equivalent,"3,399,200",-10% (Decline),"-332,600"
Certified Maintenance Welder,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,"431,800",1% (Little or no change),"6,200"
Certified Marine Mechanic,0.1,0.6,0.2,0.1,0.05,71,0.6666666667,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,44080,See How to Become One,"88,000",3% (As fast as average),"2,500"
Certified Medical Assistant,0.2,0.4,0.2,0.2,0,62,0.6,https://www.bls.gov/ooh/healthcare/medical-assistants.htm,38270,Postsecondary nondegree award,"764,400",14% (Much faster than average),"105,900"
Certified Medical Dosimetrist,0.4,0.3,0.2,0.1,0,62,0.7,https://www.bls.gov/ooh/healthcare/medical-dosimetrists.htm,128970,Bachelor's degree,"3,500",3% (As fast as average),100
Certified Medical Transcriptionist,0.7,0.2,0.05,0.05,0,62,0.9,https://www.bls.gov/ooh/healthcare/medical-transcriptionists.htm,34730,Postsecondary nondegree award,"49,000",-4% (Decline),"-1,800"
Certified Meeting Professional,0.3,0.2,0.2,0.3,0.2,71,0.4166666667,https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm,52560,Bachelor's degree,"132,000",8% (Faster than average),"9,900"
Certified Mortician,0.1,0.4,0.2,0.2,0.1,81,0.5,https://www.bls.gov/ooh/personal-care-and-service/funeral-service-occupations.htm,58820,Associate's degree,"60,800",3% (As fast as average),"1,700"
Certified Nuclear Medicine Technologist,0.3,0.4,0.2,0.1,0,62,0.7,https://www.bls.gov/ooh/healthcare/nuclear-medicine-technologists.htm,85300,Associate's degree,"18,100",0% (Little or no change),100
Certified Nurse Aide,0.1,0.6,0.1,0.2,0,62,0.7,https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,35740,See How to Become One,"1,406,800",4% (As fast as average),"58,400"
Certified Nurse Midwife (CNM),0.1,0.3,0.3,0.3,0.1,62,0.3636363636,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,"323,900",38% (Much faster than average),"123,600"
Certified Nurse Midwife,0.1,0.3,0.3,0.3,0.1,62,0.3636363636,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,"323,900",38% (Much faster than average),"123,600"
Certified Nurse Practitioner,0.2,0.3,0.25,0.25,0.05,62,0.4761904762,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,"323,900",38% (Much faster than average),"123,600"
Certified Nursing Assistant,0.1,0.6,0.1,0.2,0,62,0.7,https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,35740,See How to Become One,"1,406,800",4% (As fast as average),"58,400"
Certified Occupational Rehabilitation Aide,0.2,0.3,0.2,0.3,0,62,0.5,https://www.bls.gov/ooh/healthcare/occupational-therapy-assistants-and-aides.htm,63450,See How to Become One,"49,000",23% (Much faster than average),"11,000"
Certified Occupational Therapy Assistant,0.1,0.4,0.2,0.3,0,62,0.5,https://www.bls.gov/ooh/healthcare/occupational-therapy-assistants-and-aides.htm,63450,See How to Become One,"49,000",23% (Much faster than average),"11,000"
Certified Optician,0.2,0.4,0.2,0.2,0,44,0.6,https://www.bls.gov/ooh/healthcare/opticians-dispensing.htm,39610,High school diploma or equivalent,"73,300",3% (As fast as average),"2,000"
Certified Orthotic Fitter,0.2,0.4,0.2,0.2,0,62,0.6,https://www.bls.gov/ooh/healthcare/orthotists-and-prosthetists.htm,77070,Master's degree,"9,500",15% (Much faster than average),"1,500"
Certified Pediatric Nurse Practitioner,0.2,0.3,0.3,0.7,0.1,62,0.3125,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,"323,900",38% (Much faster than average),"123,600"
Certified Personal Chef,0.1,0.4,0.2,0.2,0.1,72,0.5,https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,30910,See How to Become One,"2,729,300",6% (Faster than average),"175,300"
Certified Personal Trainer,0.1,0.4,0.2,0.3,0.05,71,0.4761904762,https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-instructors.htm,45380,High school diploma or equivalent,"329,500",14% (Much faster than average),"45,200"
Certified Pesticide Applicator,0.1,0.6,0.2,0.1,0,11,0.7,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,"1,281,600",3% (As fast as average),"44,200"
Certified Pharmacy Technician,0.3,0.4,0.2,0.1,0,44,0.7,https://www.bls.gov/ooh/healthcare/pharmacy-technicians.htm,37790,High school diploma or equivalent,"459,600",6% (Faster than average),"25,900"
Certified Phlebotomy Technician,0.1,0.7,0.1,0.1,0,62,0.8,https://www.bls.gov/ooh/healthcare/phlebotomists.htm,38530,Postsecondary nondegree award,"139,400",8% (Faster than average),"10,800"
Certified Physician's Assistant,0.2,0.4,0.2,0.2,0,62,0.6,https://www.bls.gov/ooh/healthcare/physician-assistants.htm,126010,Master's degree,"148,000",27% (Much faster than average),"39,300"
Certified Professional Ergonomist,0.3,0.2,0.4,0.1,0,54,0.5,https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm,75240,See How to Become One,"138,400",13% (Much faster than average),"17,700"
Certified Prosthetist/Orthotist,0.2,0.3,0.3,0.15,0.05,62,0.5,https://www.bls.gov/ooh/healthcare/orthotists-and-prosthetists.htm,77070,Master's degree,"9,500",15% (Much faster than average),"1,500"
Certified Public Accountant,0.4,0.3,0.2,0.1,0.1,54,0.6363636364,https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,78000,Bachelor's degree,"1,538,400",4% (As fast as average),"67,400"
Certified Recreational Therapist,0.1,0.3,0.3,0.3,0.1,62,0.3636363636,https://www.bls.gov/ooh/healthcare/recreational-therapists.htm,51330,Bachelor's degree,"16,800",4% (As fast as average),600
Certified Registered Nurse Anesthetist (CRNA),0.1,0.3,0.4,0.2,0,62,0.4,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,"323,900",38% (Much faster than average),"123,600"
Certified Registered Nurse Anesthetist,0.2,0.3,0.4,0.6,0.1,62,0.3125,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,"323,900",38% (Much faster than average),"123,600"
Certified Registered Nurse Practitioner,0.2,0.3,0.25,0.25,0.05,62,0.4761904762,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,125900,Master's degree,"323,900",38% (Much faster than average),"123,600"
Certified Rehabilitation Counselor,0.2,0.2,0.3,0.3,0.1,62,0.3636363636,https://www.bls.gov/ooh/community-and-social-service/rehabilitation-counselors.htm,39990,Master's degree,"84,800",2% (As fast as average),"1,600"
Certified Respiratory Therapist,0.2,0.4,0.2,0.2,0,62,0.6,https://www.bls.gov/ooh/healthcare/respiratory-therapists.htm,70540,Associate's degree,"133,100",13% (Much faster than average),"16,700"
Certified Social Workers In Health Care,0.2,0.2,0.3,0.8,0.1,62,0.25,https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,55350,See How to Become One,"728,600",7% (Faster than average),"53,800"
Certified Surgical Technologist,0.1,0.6,0.2,0.1,0,62,0.7,https://www.bls.gov/ooh/healthcare/surgical-technologists.htm,56350,Postsecondary nondegree award,"128,900",5% (Faster than average),"7,000"
Certified Therapeutic Recreation Specialist,0.2,0.3,0.25,0.5,0.1,62,0.3703703704,https://www.bls.gov/ooh/healthcare/recreational-therapists.htm,51330,Bachelor's degree,"16,800",4% (As fast as average),600
Certified Travel Counselor,0.3,0.3,0.2,0.2,0,56,0.6,https://www.bls.gov/ooh/sales/travel-agents.htm,46400,High school diploma or equivalent,"66,300",3% (As fast as average),"2,300"
Certified Vehicle Fire Investigator,0.1,0.3,0.4,0.1,0.1,92,0.4,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm,65800,See How to Become One,"17,400",5% (Faster than average),900
Certified Veterinary Technician,0.2,0.4,0.2,0.2,0,54,0.6,https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,38240,Associate's degree,"122,900",21% (Much faster than average),"25,200"
CFEI,0.4,0.2,0.3,0.05,0.05,52,0.6,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm,65800,See How to Become One,"17,400",5% (Faster than average),900
Chain Offbearer,0,0.9,0.05,0.05,0,33,0.9,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400"
Chain Saw Mechanic,0.05,0.7,0.15,0.1,0,81,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,44080,See How to Become One,"88,000",3% (As fast as average),"2,500"
Charge Authorizer,0.7,0.2,0.05,0.05,0,52,0.9,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,45570,High school diploma or equivalent,"1,312,000",-4% (Decline),"-54,900"
Charter Coach Driver,0.05,0.7,0.1,0.15,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,"515,200",3% (As fast as average),"13,300"
Charter Pilot (Airline),0.2,0.4,0.3,0.1,0,48,0.6,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Charter Pilot (Air Transport Pilot Certificate Required),0.1,0.4,0.3,0.15,0.05,48,0.5,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Charter Pilot (Commercial),0.1,0.4,0.3,0.15,0.05,48,0.5,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Charter Pilot (Commercial Pilot Certificate Required),0.1,0.4,0.3,0.15,0.05,48,0.5,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Check Out Cashier,0.1,0.8,0.05,0.4,0.05,44,0.6428571429,https://www.bls.gov/ooh/sales/cashiers.htm,28240,No formal educational credential,"3,345,800",-10% (Decline),"-348,100"
Cheese Processor,0.1,0.7,0.05,0.1,0.05,33,0.8,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,"269,200",6% (Faster than average),"16,400"
Cheese Weigher,0.05,0.7,0.05,0.1,0.05,33,0.7894736842,https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300"
Chef De Cuisine,0.05,0.4,0.3,0.15,0.1,72,0.45,https://www.bls.gov/ooh/food-preparation-and-serving/chefs-and-head-cooks.htm,56520,High school diploma or equivalent,"174,400",5% (Faster than average),"9,200"
Chef De Froid,0.05,0.6,0.2,0.1,0.05,72,0.65,https://www.bls.gov/ooh/food-preparation-and-serving/chefs-and-head-cooks.htm,56520,High school diploma or equivalent,"174,400",5% (Faster than average),"9,200"
Chef De Partie,0.1,0.6,0.2,0.1,0.1,72,0.6363636364,https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,30910,See How to Become One,"2,729,300",6% (Faster than average),"175,300"
Chefs and head cooks,0.05,0.6,0.2,0.1,0.05,72,0.65,https://www.bls.gov/ooh/food-preparation-and-serving/chefs-and-head-cooks.htm,56520,High school diploma or equivalent,"174,400",5% (Faster than average),"9,200"
Chemical Dependency Counselor,0.1,0.3,0.3,0.3,0.1,62,0.3636363636,https://www.bls.gov/ooh/community-and-social-service/substance-abuse-behavioral-disorder-and-mental-health-counselors.htm,49710,Bachelor's degree,"388,200",18% (Much faster than average),"71,500"
Chemical Engineering Professor,0.2,0.1,0.5,0.15,0.05,61,0.3,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Chemical engineers,0.3,0.2,0.4,0.1,0.2,33,0.4166666667,https://www.bls.gov/ooh/architecture-and-engineering/chemical-engineers.htm,106260,Bachelor's degree,"20,800",8% (Faster than average),"1,700"
Chemical Laboratory Technician,0.3,0.4,0.2,0.05,0.05,54,0.7,https://www.bls.gov/ooh/life-physical-and-social-science/chemical-technicians.htm,50840,Associate's degree,"58,800",3% (As fast as average),"1,900"
Chemical Process Engineer,0.3,0.2,0.3,0.1,0.1,33,0.5,https://www.bls.gov/ooh/architecture-and-engineering/chemical-engineers.htm,106260,Bachelor's degree,"20,800",8% (Faster than average),"1,700"
Chemical Research Engineer,0.3,0.2,0.4,0.05,0.05,54,0.5,https://www.bls.gov/ooh/architecture-and-engineering/chemical-engineers.htm,106260,Bachelor's degree,"20,800",8% (Faster than average),"1,700"
Chemical Sales Representative,0.2,0.3,0.2,0.3,0.1,33,0.4545454545,https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,67750,See How to Become One,"1,649,900",1% (Little or no change),"20,500"
Chemical technicians,0.3,0.4,0.2,0.05,0.05,33,0.7,https://www.bls.gov/ooh/life-physical-and-social-science/chemical-technicians.htm,50840,Associate's degree,"58,800",3% (As fast as average),"1,900"
Chemistry Professor,0.2,0.2,0.4,0.2,0.1,61,0.3636363636,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Chemists and materials scientists,0.3,0.2,0.4,0.05,0.05,54,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,81810,Bachelor's degree,"95,000",6% (Faster than average),"5,800"
Cherry Picker Operator,0.05,0.8,0.05,0.1,0,48,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,"879,500",4% (As fast as average),"31,700"
Chicken Handler,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,"804,600",-2% (Decline),"-16,000"
Chicken Vaccinator,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,"804,600",-2% (Decline),"-16,000"
Chief Electrician,0.2,0.4,0.2,0.1,0.1,23,0.6,https://www.bls.gov/ooh/construction-and-extraction/electricians.htm,60240,High school diploma or equivalent,"762,600",6% (Faster than average),"49,200"
Chief Executive Officer,0.4,0.05,0.25,0.15,0.15,55,0.45,https://www.bls.gov/ooh/management/top-executives.htm,100090,Bachelor's degree,"3,787,800",3% (As fast as average),"124,200"
Chief Financial Officer,0.4,0.1,0.25,0.1,0.15,55,0.5,https://www.bls.gov/ooh/management/top-executives.htm,100090,Bachelor's degree,"3,787,800",3% (As fast as average),"124,200"
