Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,Education Level,2 Digit NAICS Industy,Rp,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,URL
Environmental Geologist,0.3,0.2,0.4,0.1,0.1,Bachelors,54,0.4545454545,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Environmental Health Sanitarian,0.2,0.3,0.3,0.15,0.05,Bachelors,62,0.5,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Environmental Health Technologist,0.3,0.4,0.2,0.1,0.05,Bachelors,62,0.6666666667,85330,See How to Become One,"196,000",6% (Faster than average),"12,000",https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm
Environmental Law Professor,0.3,0.1,0.4,0.15,0.05,Doctorate,61,0.4,78210,Associate's degree,"142,800",10% (Much faster than average),"14,200",https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm
Environmental Protection Fire Control Officer,0.2,0.3,0.25,0.15,0.1,Bachelors,92,0.5,78210,Associate's degree,"142,800",10% (Much faster than average),"14,200",https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm
Environmental Protection Forester,0.2,0.3,0.3,0.1,0.1,Bachelors,11,0.5,78210,Associate's degree,"142,800",10% (Much faster than average),"14,200",https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm
Environmental Remediation Engineer,0.3,0.2,0.3,0.1,0.1,Bachelors,54,0.5,78210,Associate's degree,"142,800",10% (Much faster than average),"14,200",https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm
Environmental Remediation Engineering Technician,0.3,0.3,0.25,0.1,0.05,Associates,54,0.6,78210,Associate's degree,"142,800",10% (Much faster than average),"14,200",https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm
"Environmental Science, Management and Policy Professor",0.2,0.1,0.4,0.2,0.1,PhD,61,0.3,76480,Bachelor's degree,"80,500",6% (Faster than average),"4,900",https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm
Environmental science and protection technicians,0.2,0.4,0.3,0.1,0.05,Associates,54,0.5714285714,76480,Bachelor's degree,"80,500",6% (Faster than average),"4,900",https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm
Environmental Science Professor,0.3,0.1,0.4,0.15,0.05,PhD,61,0.4,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Environmental Science Technician,0.3,0.4,0.2,0.1,0,Associates,54,0.7,113940,Master's degree,"17,600",6% (Faster than average),"1,100",https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm
Environmental Scientist,0.3,0.2,0.4,0.1,0.1,Masters,54,0.4545454545,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Environmental scientists and specialists,0.3,0.2,0.4,0.1,0.1,Bachelors,54,0.4545454545,113940,Master's degree,"17,600",6% (Faster than average),"1,100",https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm
Environmental Statistician,0.7,0.1,0.6,0.2,0.1,Masters,54,0.4705882353,88900,Bachelor's degree,"1,500",1% (Little or no change),0,https://www.bls.gov/ooh/life-physical-and-social-science/geographers.htm
Environmental Studies Professor,0.3,0.1,0.4,0.15,0.05,PhD,61,0.4,113940,Master's degree,"17,600",6% (Faster than average),"1,100",https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm
Environmental Technician,0.3,0.4,0.2,0.1,0,Associates,54,0.7,44080,See How to Become One,"88,000",3% (As fast as average),"2,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm
Epidemiologists,0.3,0.2,0.4,0.1,0.05,PhD,62,0.4761904762,53140,See How to Become One,"54,600",4% (As fast as average),"2,400",https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm
Epidemiology Investigator,0.3,0.2,0.4,0.1,0.05,Masters,62,0.4761904762,82680,Doctoral or professional degree,"14,400",11% (Much faster than average),"1,500",https://www.bls.gov/ooh/healthcare/audiologists.htm
Epileptologist,0.2,0.2,0.4,0.2,0,Doctorate,62,0.4,53420,See How to Become One,"37,700",10% (Much faster than average),"3,700",https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm
Equestrian Events Judge,0.1,0.3,0.4,0.2,0,Professional Certificate,71,0.4,85330,See How to Become One,"196,000",6% (Faster than average),"12,000",https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm
Equine Breeder,0.1,0.4,0.2,0.2,0.1,Professional Certificate,11,0.5,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Equine Veterinarian,0.1,0.4,0.3,0.15,0.05,Doctorate,54,0.5,60140,Master's degree,"342,400",5% (Faster than average),"18,400",https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm
"Equipment, Supplies, and Tools Purchasing Agent",0.4,0.3,0.2,0.1,0.1,Associates,42,0.6363636364,96350,Bachelor's degree,"327,300",12% (Much faster than average),"38,400",https://www.bls.gov/ooh/architecture-and-engineering/industrial-engineers.htm
Equipment Cleaner,0.05,0.8,0.05,0.1,0,Highschool,81,0.85,96350,Bachelor's degree,"327,300",12% (Much faster than average),"38,400",https://www.bls.gov/ooh/architecture-and-engineering/industrial-engineers.htm
Equity Trader,0.7,0.2,0.7,0.4,0.2,Bachelors,52,0.4090909091,33290,See How to Become One,"804,600",-2% (Decline),"-16,000",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm
Erecting Crane Operator,0.05,0.7,0.1,0.1,0.05,Professional Certificate,23,0.75,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm
Ergonomics Technician,0.3,0.4,0.2,0.1,0,Associates,54,0.7,78210,Associate's degree,"142,800",10% (Much faster than average),"14,200",https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm
Escalator Installer,0.05,0.6,0.2,0.1,0.05,Professional Certificate,23,0.65,30180,High school diploma or equivalent,"3,715,500",22% (Much faster than average),"804,600",https://www.bls.gov/ooh/healthcare/home-health-aides-and-personal-care-aides.htm
Escalator Mechanic,0.1,0.6,0.2,0.05,0.05,Professional Certificate,23,0.7,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
Escalator Service Mechanic,0.1,0.6,0.2,0.05,0.05,Professional Certificate,81,0.7,60570,Associate's degree,"15,200",-3% (Decline),-400,https://www.bls.gov/ooh/architecture-and-engineering/electro-mechanical-technicians.htm
Estate Appraiser,0.3,0.4,0.2,0.1,0,Professional Certificate,53,0.7,60570,Associate's degree,"15,200",-3% (Decline),-400,https://www.bls.gov/ooh/architecture-and-engineering/electro-mechanical-technicians.htm
Estate Conservator,0.1,0.3,0.2,0.3,0.1,Bachelors,53,0.4,66390,Associate's degree,"102,500",1% (Little or no change),800,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm
Estate Planner,0.4,0.3,0.2,0.1,0.2,Professional Certificate,52,0.5833333333,66390,Associate's degree,"102,500",1% (Little or no change),800,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm
Estate Planning Counselor,0.3,0.2,0.3,0.2,0.1,Professional Certificate,54,0.4545454545,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Esthetician,0.1,0.6,0.1,0.2,0,Professional Certificate,81,0.7,60400,Associate's degree,"197,300",-2% (Decline),"-4,300",https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm
Ethics Professor,0.2,0.1,0.5,0.2,0,PhD,61,0.3,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Ethnoarchaeologist,0.1,0.2,0.5,0.15,0.05,PhD,54,0.3,104610,Bachelor's degree,"299,700",5% (Faster than average),"15,800",https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm
Ethnoarchaeology Professor,0.2,0.1,0.5,0.15,0.05,PhD,61,0.3,66390,Associate's degree,"102,500",1% (Little or no change),800,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm
Ethnographic Materials Conservator,0.3,0.2,0.4,0.1,0.1,Masters,71,0.4545454545,60400,Associate's degree,"197,300",-2% (Decline),"-4,300",https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm
Ethnology Professor,0.2,0.1,0.5,0.15,0.05,PhD,61,0.3,159920,Bachelor's degree,"201,500",4% (As fast as average),"8,200",https://www.bls.gov/ooh/management/architectural-and-engineering-managers.htm
Etymology Professor,0.2,0.2,0.4,0.2,0.1,PhD,61,0.3636363636,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Evaporative Cooler Installer,0.1,0.6,0.2,0.1,0,Highschool,23,0.7,66390,Associate's degree,"102,500",1% (Little or no change),800,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm
Event AV Operator,0.4,0.3,0.1,0.2,0,Professional Certificate,71,0.7,71200,Bachelor's degree,"231,400",-3% (Decline),"-6,500",https://www.bls.gov/ooh/business-and-financial/cost-estimators.htm
Event Planner,0.3,0.2,0.2,0.3,0.2,Bachelors,71,0.4166666667,82340,High school diploma or equivalent,"122,400",3% (As fast as average),"3,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm
Events Manager,0.3,0.2,0.2,0.3,0.4,Bachelors,71,0.3571428571,82340,High school diploma or equivalent,"122,400",3% (As fast as average),"3,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm
Exchange Teller,0.3,0.5,0.1,0.1,0,Highschool,52,0.8,64480,High school diploma or equivalent,"142,400",-2% (Decline),"-2,200",https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm
Executive Assistant,0.7,0.6,0.3,0.8,0.4,Bachelors,54,0.4642857143,82340,High school diploma or equivalent,"122,400",3% (As fast as average),"3,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm
Executive Casino Host,0.2,0.3,0.2,0.3,0.2,Bachelors,71,0.4166666667,60240,High school diploma or equivalent,"762,600",6% (Faster than average),"49,200",https://www.bls.gov/ooh/construction-and-extraction/electricians.htm
Executive Chef,0.1,0.3,0.4,0.15,0.05,Professional Certificate,72,0.4,64190,See How to Become One,"113,300",-2% (Decline),"-2,100",https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm
Executive Pilot,0.2,0.4,0.2,0.1,0.1,Professional Certificate,48,0.6,66390,Associate's degree,"102,500",1% (Little or no change),800,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm
Exercise physiologists,0.1,0.3,0.3,0.3,0.1,Bachelors,62,0.3636363636,60240,High school diploma or equivalent,"762,600",6% (Faster than average),"49,200",https://www.bls.gov/ooh/construction-and-extraction/electricians.htm
Exhibitions and Collections Manager,0.4,0.2,0.2,0.1,0.1,Masters,71,0.6,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Exotic Dancer,0.05,0.4,0.2,0.35,0,,71,0.45,60400,Associate's degree,"197,300",-2% (Decline),"-4,300",https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm
Expanded Functions Dental Assistant,0.1,0.6,0.1,0.2,0,Professional Certificate,62,0.7,104610,Bachelor's degree,"299,700",5% (Faster than average),"15,800",https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm
Expeditor,0.3,0.4,0.1,0.15,0.05,Highschool,42,0.7,61450,Bachelor's degree,"212,100",0% (Little or no change),-800,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm
Experimental Psychologist,0.3,0.2,0.4,0.1,0,PhD,62,0.5,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Exploration Geologist,0.2,0.3,0.4,0.05,0.05,Masters,21,0.5,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
Export Manager,0.4,0.2,0.2,0.1,0.1,Bachelors,42,0.6,41730,See How to Become One,"879,500",4% (As fast as average),"31,700",https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm
Exterminator,0.05,0.7,0.1,0.1,0.05,Highschool,56,0.75,44080,See How to Become One,"88,000",3% (As fast as average),"2,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm
Extragalactic Astronomer,0.4,0.1,0.4,0.05,0.05,PhD,54,0.5,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Eyeglass Assembler,0.1,0.7,0.1,0.05,0.05,Highschool,31,0.8,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Eyeglass Fitter,0.1,0.6,0.1,0.2,0,Professional Certificate,44,0.7,64190,See How to Become One,"113,300",-2% (Decline),"-2,100",https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm
Eyeglass Lens Cutter,0.1,0.7,0.1,0.05,0.05,Highschool,33,0.8,64190,See How to Become One,"113,300",-2% (Decline),"-2,100",https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm
Eyeglass Maker,0.1,0.6,0.2,0.05,0.05,Highschool,31,0.7,82340,High school diploma or equivalent,"122,400",3% (As fast as average),"3,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm
FAA Certified Powerplant Mechanic,0.1,0.4,0.3,0.1,0.1,Professional Certificate,81,0.5,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Facetor,0.05,0.6,0.25,0.1,0,Professional Certificate,31,0.65,82340,High school diploma or equivalent,"122,400",3% (As fast as average),"3,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm
Facialist,0.05,0.6,0.1,0.25,0,Professional Certificate,81,0.65,44080,See How to Become One,"88,000",3% (As fast as average),"2,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm
Facilities Engineer,0.3,0.2,0.25,0.15,0.1,Bachelors,54,0.5,78210,Associate's degree,"142,800",10% (Much faster than average),"14,200",https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm
Facilities Maintenance Worker,0.1,0.6,0.1,0.15,0.05,Highschool,56,0.7,78210,Associate's degree,"142,800",10% (Much faster than average),"14,200",https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm
Facilities Painter,0.05,0.7,0.15,0.1,0,Highschool,23,0.75,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
Falafel Cart Cook,0.05,0.7,0.1,0.15,0.05,,72,0.7142857143,38060,Postsecondary nondegree award,"82,000",9% (Much faster than average),"7,500",https://www.bls.gov/ooh/personal-care-and-service/skincare-specialists.htm
Family and Consumer Sciences Professor,0.3,0.2,0.3,0.2,0.1,PhD,61,0.4545454545,38060,Postsecondary nondegree award,"82,000",9% (Much faster than average),"7,500",https://www.bls.gov/ooh/personal-care-and-service/skincare-specialists.htm
Family Counselor,0.1,0.2,0.4,0.3,0,Masters,62,0.3,38060,Postsecondary nondegree award,"82,000",9% (Much faster than average),"7,500",https://www.bls.gov/ooh/personal-care-and-service/skincare-specialists.htm
Family Dentist,0.1,0.4,0.25,0.2,0.05,Doctorate,62,0.5,38060,Postsecondary nondegree award,"82,000",9% (Much faster than average),"7,500",https://www.bls.gov/ooh/personal-care-and-service/skincare-specialists.htm
