Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,2 Digit NAICS Industry,Rp,Link,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,,
Steam Shovel Operating Engineer,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Vibratory Pile Driver,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Fire Sprinkler Installer,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,60090,High school diploma or equivalent,32180,2% (As fast as average),727,,
Gas Main Fitter,0.05,0.7,0.1,0.15,0,22,0.75,https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,60090,High school diploma or equivalent,32180,2% (As fast as average),727,,
Sprinkler Fitter,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,60090,High school diploma or equivalent,32180,2% (As fast as average),727,,
Aluminum Welder,0.05,0.7,0.15,0.1,0,33,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
Arc Welder,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
Brazer,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
Certified Maintenance Welder,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
Cutting Torch Operator,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
Pipe Welder,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
Silver Solderer,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
Sub Arc Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
"Welders, cutters, solderers, and brazers",0.05,0.7,0.15,0.1,0,33,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
Wire Welder,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,39255,1% (Little or no change),564,,
Furnace Converter,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm,51390,Postsecondary nondegree award,34650,6% (Faster than average),1917,,
Furnace Fitter,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm,51390,Postsecondary nondegree award,34650,6% (Faster than average),1917,,
Oil Burner Repairer,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm,51390,Postsecondary nondegree award,34650,6% (Faster than average),1917,,
Airport Apron Bus Driver,0.05,0.7,0.1,0.15,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,32975,14% (Much faster than average),4500,,
Airside Transfer Bus Driver,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,32975,14% (Much faster than average),4500,,
Cab Driver,0.05,0.7,0.1,0.15,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,32975,14% (Much faster than average),4500,,
Courtesy Car Driver,0.05,0.7,0.05,0.2,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,32975,14% (Much faster than average),4500,,
Courtesy Van Driver,0.05,0.7,0.1,0.15,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,32975,14% (Much faster than average),4500,,
Funeral Car Driver,0.05,0.7,0.05,0.2,0,81,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,32975,14% (Much faster than average),4500,,
Hearse Driver,0.05,0.7,0.05,0.2,0,81,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,32975,14% (Much faster than average),4500,,
Hotel Shuttle Driver,0.05,0.7,0.1,0.15,0,72,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,32975,14% (Much faster than average),4500,,
Animal Groomer,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Animal Sitter,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Cat and Dog Bather,0.05,0.7,0.05,0.2,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Dog Beautician,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Dog Groomer,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Dog Sitter,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Horse Exerciser,0.05,0.7,0.15,0.1,0,71,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Kennel Aide,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Kennel Helper,0.05,0.7,0.05,0.2,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Pet Groomer,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Gear Machinist,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/machinists-and-tool-and-die-makers.htm,49560,See How to Become One,27836,0% (Little or no change),71,,
Bridge Painter,0.05,0.7,0.1,0.05,0.1,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,46090,No formal educational credential,41378,1% (Little or no change),611,,
Facilities Painter,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,46090,No formal educational credential,41378,1% (Little or no change),611,,
House Painter,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,46090,No formal educational credential,41378,1% (Little or no change),611,,
Industrial Painter,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,46090,No formal educational credential,41378,1% (Little or no change),611,,
Roof Painter,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,46090,No formal educational credential,41378,1% (Little or no change),611,,
Traffic Line Painter,0.05,0.7,0.1,0.05,0.1,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,46090,No formal educational credential,41378,1% (Little or no change),611,,
Block Layer,0.05,0.7,0.1,0.15,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Bricklayer,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Brickmason Apprentice,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Cement Mason,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Cement Patcher,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Concrete Finisher,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Concrete Floor Installer,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Concrete Mason,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Curbstone Setter,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Firebrick Layer,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Furnace Mason,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Granite-Chip Terrazzo Finisher,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Granite Setter,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Marble-Chip Terrazzo Worker,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Onyx-Chip Terrazzo Worker,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Refractory Bricklayer,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Rock Mason,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Stone Chimney Mason,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Stone Layer,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Terrazzo Finisher,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Terrazzo Installer,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Terrazzo Setter,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Terrazzo Worker,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Bean Roaster,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Candy Puller,0.05,0.7,0.1,0.15,0,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Cottage Cheese Maker,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Fish Smoker,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Frozen Yogurt Maker,0.05,0.7,0.1,0.1,0.05,72,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Grain Roaster,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Honey Blender,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Ice Cream Maker,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Kettle Fry Cook Operator,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Meat Curer,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Meat Smoker,0.05,0.7,0.1,0.15,0,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Peanut Butter Maker,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Pickle Maker,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Relish Maker,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Sausage Smoker,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Smokehouse Worker,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Tobacco Drier Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Yeast Maker,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Backup Sawyer,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/woodworkers.htm,37590,High school diploma or equivalent,7239,-1% (Little or no change),-82,,
Bandmill Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/woodworkers.htm,37590,High school diploma or equivalent,7239,-1% (Little or no change),-82,,
Band Scroll Saw Operator,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/woodworkers.htm,37590,High school diploma or equivalent,7239,-1% (Little or no change),-82,,
Cabinet Builder,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/woodworkers.htm,37590,High school diploma or equivalent,7239,-1% (Little or no change),-82,,
